ID,TITULO,autores,pais,evento,ano,universidade,sub_area,tipo_abordagem,disponibilidade,link_acesso,base_dados,link_artigo,questao_001,,,questao_002,,,questao_003,,,questao_004,,,questao_005,,,anotacoes_adicionais
A01029,Some Experience Required: Comparing Professional Requirements Engineering Experience to Students' Perspectives,"Ben Jelen, Stephen Tsung-Han Sher, Helena Donaldson, Gloria Liou, Amanda Stouder, Steve Chenoweth e Mark Hays",EUA,International Conference on Software Engineering: Software Engineering Education and Training,2025,Purdue University,Requisitos,Role Playing,sim,https://osf.io/4kaw2/,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo em questão, a abordagem institucional utiliza um projeto baseado em modelos de domínios desconhecidos pelos alunos para forçar a comunicação, envolvendo entrevistas com voluntários que atuam como clientes, prototipagem e o uso de métodos de Design Centrado no Usuário.",,,"Elementos que contribuem para a adesão incluem a motivação dos alunos através de atividades que mostram a importância imediata da ER e a percepção de valor que os estudantes ganham após terem experiências práticas, como estágios ou contato direto com clientes",,,"A academia fornece a base necessária para o desenvolvimento de software ao ensinar os alunos a identificar o que um projeto precisa para ter sucesso. Seguindo esses padrões, os alunos desenvolvem habilidades críticas de elicitação, priorização, documentação e validação de requisitos com partes interessadas, além de aprenderem a lidar com o que é ""desconhecido"" em um projeto",,,"A inovação pode ocorrer ao oferecer experiências de ER em sala de aula que simulem situações reais da indústria, como receber requisitos de ""segunda mão"" de gerentes de produto e lidar com a frequente sobreposição entre ER e o design de software.",,,Questionários e entrevistas,,,"O estudo revela que, embora os alunos frequentemente iniciem o curso de Engenharia de Requisitos com visões negativas, os ex-alunos valorizam a disciplina como uma das habilidades mais cruciais para o sucesso em suas carreiras profissionais"
A01030,Video-Based Empathy Training for Software Engineers,"Antonija Mitrovic, Matthias Galster, Sanna Malinen, Sreedevi Sankara Iyers, Raul Vincent Lumapas, Negar Mohammadhassan e Jay Holland",Nova Zelândia,International Conference on Software Engineering: Software Engineering Education and Training,2025,University of Canterbury,Processo de Desenvolvimento,Uso de ferramentas,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,Este estudo utiliza uma abordagem baseada em vídeos tutoriais e gravações das próprias reuniões de equipe dos estudantes para promover a reflexão,,,"As abordagens podem ser categorizadas entre as focadas no professor e aquelas apoiadas por tecnologia, que oferecem escalabilidade e flexibilidade de tempo/local",,,"A academia ajuda a desenvolver a capacidade de entender as necessidades dos clientes e melhora a colaboração interna nas equipes. Isso resulta em membros de equipe mais produtivos, com menos estresse relacionado ao trabalho e relacionamentos interpessoais aprimorados.",,,"A inovação ocorre através da integração de soft skills em cursos técnicos, utilizando plataformas digitais escaláveis que permitem ao aluno aprender no seu próprio ritmo",,,Curso de extensão,,,O estudo concluiu que refletir sobre o próprio comportamento através de vídeos da equipe motiva mais os alunos do que apenas assistir a vídeos tutoriais genéricos.
A01033,Utilizing open source software in teaching practice-based software engineering courses,Mohsen Dorodchi e Nasrin Dehbozorgi.,EUA,Frontiers in Education,2016,University of North Carolina,Manutenção,OSS,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo, a abordagem utiliza oito laboratórios específicos que cobrem desde a configuração de ambientes Linux e uso de Git até a análise de requisitos e implementação de melhorias em grandes sistemas existentes como OpenMRS e Gnome Music",,,"Os elementos que contribuem para a adesão incluem a natureza colaborativa do código aberto, a disponibilidade gratuita de ferramentas profissionais e a motivação gerada por projetos humanitários",,,"Os benefícios incluem o desenvolvimento de habilidades de colaboração em equipe , familiaridade com ferramentas de controle de versão distribuído (DVCS) como Git , capacidade de realizar engenharia reversa e modelagem em sistemas complexos , e uma melhor compreensão do comportamento profissional esperado na indústria.",,,"A inovação ocorre ao expor os alunos a bases de código de escala industrial, simulando desafios reais como a manutenção de código alheio, a gestão de mudanças em múltiplos níveis e a interação com comunidades globais de desenvolvedores. Isso remedia o descompasso entre projetos acadêmicos de pequeno porte e a realidade do mercado de trabalho",,,Questionários,,,"O estudo destaca que, embora o uso de grandes projetos reais aumente a competência técnica, ele pode inicialmente diminuir a confiança dos alunos devido à complexidade esmagadora dos sistemas industriais."
A01049,Guiding Peer-feedback in Learning Software Design using UML,Satrio Adi Rukmono e Michel R. V. Chaudron,Indonésia,International Conference on Software Engineering: Software Engineering Education and Training,2022,Institut Teknologi Bandung,Análise / Projeto / Modelagem,Metodologia baseada em feedback,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo, a condução ocorre em um curso de graduação para estudantes de informática do terceiro ano, onde grupos de 5 alunos realizam um processo de desenvolvimento iterativo baseado em casos reais",,,Elementos como a seriedade/motivação intrínseca dos alunos e a clareza das diretrizes de feedback contribuem significativamente para a adesão e para a vontade de incorporar as sugestões ao design,,,"Os benefícios incluem: forçar o pensamento profundo sobre a qualidade do design, estimular a reflexão sobre o próprio trabalho, e permitir que os alunos descubram por si mesmos nuances complexas, como classes que podem assumir múltiplos papéis estereotipados",,,"A inovação demonstrada envolve o uso de projetos de casos reais fornecidos por proprietários externos à universidade, desafiando os alunos com problemas que não possuem uma ""solução de referência"" pronta. Além disso, a abordagem incentiva a abstração dos detalhes de implementação para focar em princípios de design arquitetônico fundamentais para a indústria",,,Questionário,,,"O estudo revela que os alunos valorizam especialmente o feedback positivo explícito, exemplos específicos de melhoria e a separação clara entre críticas sintáticas e semânticas."
A01050,Effectiveness of Peer Review in Teaching and Learning User Centered Conceptual Design Among Large Cohorts of Information Technology Students,"Farshid Anvari, Hien Minh Thi Tran e Deborah Richards",Austrália,International Conference on Software Engineering: Software Engineering Education and Training,2021,Macquarie University,Análise / Projeto / Modelagem,Metodologia baseada em pares,sim,https://www.google.com/search?q=http://minh-hien.com/academic/,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"As abordagens utilizadas incluem o Design Conceitual Centrado no Usuário, a utilização de Personas para representar usuários, Práticas Reflexivas e a aplicação da Taxonomia de Bloom Revisada para estruturar rubricas de avaliação",,,"A adesão é fortalecida pelo uso de uma rubrica abrangente que orienta os alunos, pelo anonimato do processo para evitar vieses e pela obrigatoriedade de fornecer justificativas detalhadas para as notas atribuídas",,,"Permite o fornecimento de feedback oportuno e valioso para turmas grandes, promove estratégias de aprendizagem profunda ao exigir que os alunos avaliem o trabalho de outros em níveis cognitivos elevados e desenvolve a competência profissional de agir como um praticante reflexivo.",,,"A academia pode inovar incorporando atividades realistas como estúdios ou reuniões profissionais e treinando os alunos em revisão por pares, que é uma prática comum na indústria",,,Questionário,,,"O estudo demonstrou que a revisão por pares, apoiada por uma rubrica estruturada, é tão confiável quanto a avaliação docente para analisar designs conceituais em larga escala"
A01057,Experience Paper: A First Offering of Software Engineering,"James C. Davis , Paschal Amusuo e Joseph R. Bushagour",EUA,First International Workshop on Designing and Running Project-Based Courses in Software Engineering Education,2022,Purdue University,Manutenção,ABPj,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"As abordagens incluem o uso de uma narrativa de cenário de negócios (ACME Corporation) para motivar os alunos , a divisão do projeto em duas partes (métrica de módulos e design de sistema em escala) , e o uso de ferramentas industriais como GitHub Classroom e Google Cloud Platform",,,"Elementos que contribuem para a adesão incluem a flexibilidade na escolha de linguagens de programação , a transparência na contribuição dos membros da equipe através de relatórios de horas",,,Os benefícios incluem a exposição à experiência de lidar com sistemas legados através da troca de projetos entre equipes  e o aprendizado prático de segurança cibernética,,,"A inovação ocorre ao simular ambientes de trabalho realistas, como a falência de uma empresa fictícia e a contratação por um concorrente para continuar o projeto com a exigência de conformidade com padrões de acessibilidade",,,Survey,,,O estudo destaca que a avaliação do trabalho em equipe ainda é um desafio escalável planejando adotar ferramentas de asutomatização
A01058,SERGE - Serious Game for the Education of Risk Management in Software Project Management,"Giusy Annunziata, Stefano Lambiase, Fabio Palomba e Filomena Ferrucci",Itália,International Conference on Software Engineering: Software Engineering Education and Training,2024,Universidade de Salerno,Gerência de Projetos,Jogos Sérios,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo, é utilizada a abordagem do jogo sério chamado SERGE, que incorpora gamificação e simulação de contextos reais. O estudo adota o modelo de desenvolvimento Ágil e a técnica de Planning Poker para a análise de riscos",,,"As abordagens são combinadas através da união de gamificação. Elementos que contribuem para a adesão incluem interatividade, motivação, o oferecimento de um ambiente seguro para testes e erros, regras simples e o uso de formatos não digitais que incentivam a cooperação e o compartilhamento de conhecimento.",,,"A academia pode melhorar significativamente a aquisição de competências em análise, prevenção e estratégias de contingência de riscos",,,"A inovação pode ocorrer através da criação de jogos sérios que cubram áreas críticas mas negligenciadas da Gestão de Projetos, como a Gestão de Riscos",,,Experimento controlado e questionário,,,"O SERGE equilibra a colaboração entre jogadores para troca de conhecimentos com a tomada de decisões individual estratégica, visando simular a realidade competitiva e colaborativa da indústria de software"
A01059,Mutation Testing and Self/Peer Assessment: Analyzing their Effect on Students in a Software Testing Course,"Pedro Delgado-Pérez, Inmaculada Medina-Bulo, Miguel Ángel Álvarez-García e Kevin J. Valle-Gómez",Espanha,International Conference on Software Engineering: Software Engineering Education and Training,2021,Universidade de Cádiz,Teste,Metodologia tradicional,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"O estudo utiliza uma abordagem em duas sessões: primeiro, o design manual de testes seguido de autoavaliação e avaliação por pares; segundo, a aplicação de testes de mutação para fornecer uma medida imparcial da qualidade, seguida de nova rodada de avaliações",,,Elementos que contribuem para a adesão incluem o uso de ferramentas de fácil compreensão,,,"Os benefícios incluem o aumento da confiabilidade do código, melhoria nas habilidades de programação, maior consciência sobre a necessidade de testes metódicos e o desenvolvimento de espírito colaborativo através da crítica recíproca entre colegas",,,"A inovação ocorre ao integrar conceitos de teste desde cursos introdutórios de programação, focar em aspectos valorizados pela indústria como a legibilidade e o design de testes, e utilizar técnicas avançadas (mutação) para quebrar a percepção de que o teste manual básico é suficiente",,,Análise estatística,,,"A integração de testes de mutação e avaliação por pares desafia a percepção excessivamente otimista dos alunos sobre a qualidade de seus testes, revelando que suítes de testes criadas manualmente são frequentemente menos eficazes do que o esperado"
A01060,Towards an Open Repository for Teaching Software Modeling applying Active Learning Strategies,"Williamson Silva, Bruno Gadelha, Igor Steinmacher e Tayana Conte",Brasil,International Conference on Software Engineering: Software Engineering Education and Training,2020,UFAM,Análise / Projeto / Modelagem,Uso de ferramentas,sim,https://www.google.com/search?q=https://sites.google.com/site/activelearningmethods/,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"O estudo utiliza Aprendizagem Ativa, incluindo estratégias específicas para ensinar modelagem de software",,,"A adesão é facilitada pela redução de barreiras práticas, fornecimento de diretrizes claras, disponibilidade de cenários de modelagem prontos, ferramentas de avaliação",,,"Aumento do engajamento e participação ativa dos alunos nas atividades de sala de aula, desenvolvimento de habilidades mais profundas e variadas do que no ensino convencional e melhoria no desempenho prático, com redução de erros clássicos de modelagem e criação de diagramas mais corretos",,,Criando repositórios abertos (como o OpenSMALS) que democratizam o acesso a materiais de qualidade e guias pedagógicos testados para outros instrutores,,,Estudo empírico e entrevista,,,"O OpenSMALS evoluiu para mitigar as barreiras de adoção da aprendizagem ativa ao centralizar em um único portal diretrizes, cenários de modelagem e gabaritos, permitindo que instrutores implementem essas estratégias de forma independente e eficaz"
A01061,Active Learning Methodology for Advanced Agile Software Engineering and DevOps Practices,Juan Ignacio e Martin Solari,Uruguai,Engineering Education World Conference,2025,Universidade ORT Uruguay,Processo de Desenvolvimento,ABPj,sim,https://www.intedashboard.com/,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"O estudo utiliza a combinação de ABEqpara o embasamento teórico e prontidão nas unidades, e ABPj para a aplicação prática em um projeto de manutenção de software de longo prazo",,,"Elementos como o uso de plataformas digitais (GitHub), avaliação por pares, feedback instantâneo e a autonomia das equipes contribuem para a adesão e sucesso da metodologia",,,"s benefícios incluem uma aprendizagem mais profunda e significativa, o desenvolvimento de soft skills",,,"Inova através da adoção de ambientes de aprendizagem híbridos e flexíveis, do uso de ferramentas profissionais (como o ecossistema GitHub) como ativos educacionais e do foco em práticas de DevOps e entrega contínua",,,Entrevistas,,,
A01063,AI-Tutoring in Software Engineering Education: Experiences with Large Language Models in Programming Assessments,"Eduard Frankford, Clemens Sauerwein, Patrick Bassner, Stephan Krusche e Ruth Breu",Austria,International Conference on Software Engineering: Software Engineering Education and Training,2024,University of Innsbruck,Processo de Desenvolvimento,Uso de ferramentas,sim,https://github.com/ls1intum/Artemis,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"O estudo utiliza uma abordagem de estudo de caso exploratório, integrando o GPT-3.5-Turbo à plataforma Artemis para auxiliar estudantes em tarefas de programação",,,"Os elementos que contribuem para a adesão são a Facilidade de Uso Percebida, Utilidade e Resultados do Tam aplicado",,,"A academia pode fornecer feedback personalizado, imediato e sensível ao contexto, que vai além de simples testes unitários, ajudando a identificar erros lógicos e semânticos precocemente",,,"Inovando através da integração de IA Generativa para simular a assistência de um tutor humano, oferecendo orientações detalhadas sobre qualidade de código e lógica de programação sem necessariamente entregar a solução pronta",,,Experimento controlado e questionário,,,"O estudo destaca que, embora o AI-Tutor ofereça escalabilidade e feedback rápido, os estudantes ainda enfrentam desafios como respostas excessivamente genéricas e o receio de que o uso da ferramenta possa inibir o progresso do aprendizado individual"
A01067,Evaluating didactical approaches based upon students' competences,Yvonne Sedelmaier e Dieter Landes.,Alemanha,Global Engineering Education Conference,2016,University of Applied Sciences and Arts Coburg,Processo de Desenvolvimento,Uso de ferramentas,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"o estudo, utiliza-se a ferramenta SECAT para medir ganhos de competência",,,"A flexibilidade da ferramenta para se adaptar a diferentes estilos de instrutores e alunos, a cobertura de soft skills sensíveis ao contexto e a capacidade de medir ganhos individuais de competência contribuem para sua adesão",,,"Promove o desenvolvimento integrado de competências, preparando melhor os alunos para projetos reais e para suas futuras carreiras",,,"Inovando na avaliação ao incluir múltiplas perspectivas, como o ponto de vista de clientes reais e a avaliação por pares, simulando o ambiente industrial",,,Questionário,,,O estudo enfatiza que o desenvolvimento de competências é um esforço de longo prazo e que a eficácia didática deve ser medida pelo ganho real de habilidades técnicas e sociais integradas
A01068,Assessing Software Development Skills Among K-6 Learners in a Project-Based Workshop with Scratch,"Francisco J. Gutierrez, Jocelyn Simmonds, Nancy Hitschfeld, Cecilia Casanova, Cecilia Sotomayor e Vanessa Peña-Aray",Chile,International Conference on Software Engineering: Software Engineering Education and Training,2018,Universidade do Chile,Processo de Desenvolvimento,ABPj,sim,http://bit.ly/scratch-dec-uchile,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo em questão, a condução ocorre através de um workshop presencial de cinco dias com atividades práticas  e o desenvolvimento de um projeto final de software, utilizando processos disciplinados e o ambiente Scratch.",,,"A adesão é favorecida pelo uso de linguagem não técnica, atividades práticas e a ligação de conceitos de programação a princípios fundamentais da Engenharia de Software",,,"A academia pode fornecer evidências empíricas sobre a eficácia de métodos de ensino, permitindo medir a aceitação de práticas de ES desde cedo e ajudando a preencher a lacuna entre a codificação simples e as habilidades profissionais exigidas na produção de software aceitável pelos usuários",,,"Inovando na criação de programas de aprendizagem sob medida para populações mais jovens, integrando a engenharia desde cedo",,,Estudo de caso ,,,"O estudo demonstrou que é possível ensinar noções iniciais de Engenharia de Software para crianças de 10 a 12 anos, sem que o gênero ou o nível socioeconômico afetem significativamente a assimilação dessas práticas"
A01069,Addressing the Double Challenge of Learning and Teaching Enterprise Technologies through Peer Teaching,"Richard Glassey, Olle Bälter, Philipp Haller e Mattias Wiggberg",Suécia,International Conference on Software Engineering: Software Engineering Education and Training,2020,KTH Royal Institute of Technology,Processo de Desenvolvimento,Ensino entre pares,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"Metodologia de ensino em pares, onde os alunos formam equipes para pesquisar e ensinar uns aos outros sobre tecnologias empresariais específicas através de workshops.",,,"Elementos que contribuem para a adesão incluem a satisfação das necessidades sociopsicológicas dos alunos, como aprendizado ativo, cooperação, motivação e autoconfiança , além da redução do esforço do professor na preparação de materiais",,,"Os benefícios incluem a preparação dos alunos para ambientes de trabalho reais, o incentivo à transferência de conhecimento entre indivíduos e a redução de taxas de evasão e reprovação. Além disso, permite que os alunos comparem experiências de aprendizado entre múltiplas tecnologias de forma eficiente",,,"A academia pode inovar ao transferir a responsabilidade do ensino para os alunos, permitindo cobrir uma gama maior de tecnologias modernas e desejáveis pela indústria sem sobrecarregar o professor.",,,Questionário,,,O estudo demonstra que o ensino entre pares é uma estratégia eficaz e econômica para gerenciar a rápida evolução das tecnologias de software no currículo educacional.
A01071,Providing a Baseline in Software Process Improvement Education with Lego Scrum Simulations,Jan-Philipp Steghofer,Suécia,International Conference on Software Engineering: Software Engineering Education and Training,2018,University of gothenburg,Processo de Desenvolvimento,FLipped Classroom,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,A condução ocorre por meio de simulações práticas que criam uma linha de base para que os estudantes experimentem problemas de processo em primeira mão.,,,"Elementos como o uso de simulações com Lego e a conexão entre práticas ágeis (Scrum) e modelos prescritivos (CMMI) contribuem para a adesão, permitindo que estudantes lidem com a complexidade de processos de forma tangível",,,"Permite que os alunos engajem em métodos de melhoria de processo de forma prática e analítica, atingindo níveis superiores da taxonomia de Bloom, como análise, síntese e avaliação",,,Através do uso de miniaturas e simulações que permitem interagir com processos complexos sem consumir grandes partes do currículo,,,"Entrevista, questionário e observações",,,"O estudo observa que, embora os estudantes consigam identificar problemas reais através da simulação, eles frequentemente enfrentam dificuldades significativas em traduzir planos de melhoria abstratos em ações concretas durante a execução prática"
A01075,Teaching University Students Kanban with a Collaborative Board Game,"Ville T. Heikkilä, Maria Paasivaara e Casper Lassenius",Finlândia,International Conference on Software Engineering Companion,2016,Universidade do Aatlo,Gerência de Projetos,Jogos Sérios,sim,http://getkanban.com/,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"As abordagens utilizadas focam na Aprendizagem Baseada em Jogos, onde os alunos aplicam conceitos teóricos em uma simulação prática de fluxo de trabalho",,,"Os elementos que contribuem para a adesão incluem a natureza colaborativa do jogo, a interatividade, o feedback visual imediato através de diagramas de fluxo cumulativo",,,"A academia pode proporcionar a compreensão de conceitos complexos e abstratos, como limites de trabalho em progresso (WIP), identificação de gargalos, a utilidade de profissionais multidisciplinares",,,"A inovação ocorre através do uso de simulações e ""serious games"" que replicam desafios reais da indústria",,,Estudo de caso 		 e questionário,,,"Os resultados medidos indicaram que os objetivos de aprendizagem foram alcançados apenas parcialmente, sugerindo que a diversão nem sempre se traduz em aprendizado eficaz de todos os conceitos."
A01077,Adopting Industry Agile Practices in Large-scale Capstone Education,"Jean-Guy Schneider, Peter W. Eklund, Kevin Lee, Feifei Chen, Andrew Cain e Mohamed Abdelrazek.",Australia,International Conference on Software Engineering: Software Engineering Education and Training,2020,Deakin Univerrsity,Processo de Desenvolvimento,ABPj,sim,https://www.google.com/search?q=https://doubtfire-lms.github.io/doubtfire.io/,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo, é utilizada a abordagem ACE (Agile Capstone in Education), que adapta o modelo de squads e tribos do Spotify para gerenciar grandes coortes de estudantes em projetos de longa duração.",,,"Elementos que contribuem para a adesão incluem a relevância industrial, experiência de aprendizagem autêntica, continuidade do projeto entre semestres, escalabilidade para grandes grupos e suporte efetivo aos estudantes",,,"Os benefícios incluem o desenvolvimento de habilidades interpessoais e de gerenciamento de projetos , a resolução de problemas do mundo real , melhoria na compreensão conceitual e habilidades metacognitivas , além de uma transição mais suave para o ambiente profissional através de uma experiência que corresponde realisticamente à prática da indústria",,,"A inovação ocorre através da adaptação de modelos organizacionais industriais modernos para o contexto educacional , do envolvimento de representantes da indústria como ""Product Owners"" reais e da criação de espaços de colaboração física e centros de ajuda técnica que mimetizam ambientes profissionai",,,Análise estatística,,,
A01081,A Comparison of the Usefulness of Game-Based Learning and Video-Based Learning for Teaching Software Engineering in Online Environments,"Aldo Gordillo, Jesus Mayor, Daniel López-Fernández e Edmundo Tovar",Espanha,Frontiers in Education,2023,Universidade Politécnica de Madrid,Análise / Projeto / Modelagem,Jogos Sérios,sim,https://sgame.etsisi.upm.es/,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,No artigo a Aprendizagem Baseada em Jogos (GBL) e a Aprendizagem Baseada em Vídeo (VBL) são adotadas para aumentar a motivação dos alunos,,,"s elementos que contribuem para a adesão incluem a capacidade de aumentar a motivação e o engajamento do aluno (especialmente no GBL), a flexibilidade de aprender no próprio ritmo (VBL) e a facilidade de compreensão do conteúdo educacional.",,,A academia pode proporcionar um aumento significativo na motivação dos estudantes sem prejudicar a aquisição de conhecimento técnico,,,A academia pode inovar utilizando ferramentas de autoria (como o ViSH Editor e a plataforma SGAME) que permitem aos instrutores criar jogos educativos alinhados ao currículo sem necessidade de conhecimentos profundos em programação,,,Experimento controlado,,,"O estudo concluiu que, embora ambas as metodologias sejam igualmente eficazes na aquisição de conhecimento, a aprendizagem baseada em jogos superou a baseada em vídeos em termos de diversão e preferência futura pelos estudantes"
A01082,ASPA: A Static Analyser to Support Learning and Continuous Feedback on Programming Courses. An Empirical Validation,"Roope Luukkainen, Jussi Kasurinen, Uolevi Nikula e Valentina Lenarduzzi.",Finlândia,International Conference on Software Engineering: Software Engineering Education and Training,2022,LUT Universidade,Processo de Desenvolvimento,Uso de ferramentas,sim,https://figshare.com/s/7a65557831631ff6bfa2,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo, a abordagem utiliza ferramentas de análise estática de código (ASPA) baseadas em Árvore de Sintaxe Abstrata (AST) para apoiar o estudo autônomo e fornecer feedback contínuo e oportuno sobre o estilo de programação dos alunos",,,"A adesão é impulsionada pela percepção dos alunos de que a ferramenta é fácil de usar, útil para realizar tarefas e capaz de melhorar suas notas no curso",,,"A academia pode proporcionar feedback rápido sobre conformidade com guias de estilo, ajudando os alunos a escrever programas não apenas funcionais, mas também compreensíveis, sustentáveis e extensíveis. Isso reduz dificuldades de aprendizagem e melhora o desempenho acadêmico e técnico dos estudantes.",,,A inovação ocorre pela integração de guias de estilo e ferramentas de análise estática que emulam os requisitos estruturais e as revisões de código encontradas na indústria,,,Estudo empírico e questionário,,,O estudo demonstra que o uso da ferramenta ASPA foi positivamente percebido pelos estudantes como um auxílio eficaz no processo de desenvolvimento e na melhoria do desempenho acadêmico
A01084,Scrum2Kanban: Integrating Kanban and Scrum in a University Software Engineering Capstone Course,Christoph Matthies,Alemanha,International Workshop on Software Engineering Education for Millennials,2018,University of Potsdam,Processo de Desenvolvimento,Metodologia tradicional,sim,https://hpi.de/plattner/teaching/winter-term-201718/softwaretechnik-ii.html,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo, são utilizadas as abordagens Scrum (nas primeiras quatro iterações/sprints) e Kanban (introduzida no final do curso para as fases de correção de bugs e polimento), permitindo uma transição que reflete a prática industrial.",,,"Elementos que contribuem para sua adesão incluem a visualização de fluxos de trabalho através de quadros Kanban, a limitação do trabalho em progresso (WIP limits) para remover gargalos e a natureza iterativa do Scrum, que fornece estrutura para iniciantes",,,"academia proporciona o desenvolvimento de competências em colaboração, auto-organização e aplicação de boas práticas modernas",,,"A academia pode inovar ao responder rapidamente às mudanças nas práticas da indústria (como a crescente adoção de Kanban e modelos híbridos), integrando essas tendências ao currículo",,,Questionário,,,"O estudo conclui que a introdução do Kanban ao final de um projeto iniciado com Scrum é altamente produtiva, pois se adapta naturalmente à mudança de foco de desenvolvimento de funcionalidades para correção de erros antes do prazo final."
A01092,Adapting Teaching of a Software Engineering Service Course Due to COVID-19,Tanjila Kanij e John Grundy,Austrália,International Conference on Software Engineering: Software Engineering Education and Training,2020,Swinburne University of Technology,Processo de Desenvolvimento,Flipped Classroom,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"No estudo, foram utilizadas abordagens como aulas gravadas curtas, sessões de discussão ao vivo, enquetes online, demonstrações de programas via salas de vídeo e avaliações adaptadas para o ambiente virtual",,,"Flipped Classroom. Os elementos que contribuíram para a adesão incluíram o feedback contínuo dos alunos como início das mudanças, a flexibilidade para o aprendizado assíncrono e a necessidade de manter os resultados de aprendizagem durante o isolamento físico",,,"A abordagem proporciona o desenvolvimento de habilidades de trabalho distribuído e colaboração remota, que são competências valiosas na prática moderna da Engenharia de Software.",,,"A academia pode inovar ao projetar cursos híbridos desde o início, garantindo que o currículo seja resiliente a interrupções. O uso de avaliações baseadas em cenários de problemas reais/imaginários e demonstrações interativas online prepara o estudante para desafios técnicos e de comunicação comuns na indústria de software.",,,Questionário,,,O estudo enfatiza que a comunicação frequente e padronizada do professor é fundamental para mitigar o estresse discente durante transições pedagógicas abruptas
A01097,Use of JiTT in a Graduate Software Testing Course: An Experience Report,Alexandra Martinez,Costa Rica,International Conference on Software Engineering: Software Engineering Education and Training,2018,Universidade da Costa Rica,Teste,Aprendizagem Ativa,-,-,IEEE_XPLORE,https://drive.google.com/file/d/1IyDxAG4rhJlFDfG0dIQmjr5qnkYOI0GU/view?usp=sharing,"O estudo utiliza o Just-in-Time Teaching (JiTT), uma estratégia que une componentes extraclasse e em sala por meio de tarefas preparatórias web denominadas warmups",,,"Aprendizagem ativa na qual, s elementos que contribuem para sua adesão incluem o aumento do engajamento estudantil , o desenvolvimento de um sentimento de propriedade sobre o aprendizado e o uso mais eficaz do tempo de aula, focando em tópicos difíceis em vez de revisar material que os alunos já compreenderam pela leitura",,,"Os benefícios incluem a melhoria na compreensão e retenção do material , o aumento da motivação e o desenvolvimento de habilidades de comunicação escrita. Além disso, a abordagem permite que os alunos pratiquem a autoavaliação de seu entendimento e participem de discussões mais profundas e enriquecedoras, trazendo suas experiências profissionais para o contexto acadêmico",,,A academia pode inovar ao integrar ferramentas de padrão industrial (como Microsoft Visual Studio e Team Foundation Server) em atividades práticas e ao utilizar questões que conectam a teoria com a realidade das organizações onde os alunos trabalham,,,Questionário,,,"Embora o JiTT tenha aumentado significativamente o engajamento e as habilidades de escrita dos alunos de pós-graduação, ele apresentou um desafio crítico de escalabilidade devido à pesada carga de trabalho do professor na correção detalhada dos testes"
